OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N0.HOG0034616,-30510.489306,-30510.489337,-30504.589363,-30504.589715,-30696.422359,0.31252,0.3125,0.32553,0.25212,0.32534,0.25222
N0.HOG0034618,-15738.015118,-15738.015118,-15733.17458,-15733.17458,-15963.217813,0.26442,0.26442,0.28604,0.21929,0.28604,0.21928
N0.HOG0034619,-29313.51948,-29313.51948,-29311.824196,-29311.824196,-29425.507176,0.35499,0.35498,0.363,0.31313,0.363,0.31314
N0.HOG0034620,-21388.860498,-21388.860498,-21384.269034,-21384.269034,-21546.630092,0.2857,0.28571,0.29689,0.22817,0.2969,0.22817
N0.HOG0034621,-19493.783065,-19493.783065,-19490.82475,-19490.82475,-19574.290748,0.28045,0.28044,0.28779,0.21742,0.28779,0.21742
N0.HOG0034622,-18068.968658,-18068.968658,-18031.436415,-18031.436415,-18355.421575,0.24443,0.24443,0.28019,0.12931,0.28019,0.12931
N0.HOG0034623,-46891.867343,-46607.066539,-46342.786098,-47776.791463,-47269.780596,0.30864,0.17815,0.20596,0.02642,0.69216,0.0225
N0.HOG0034624,-30907.737943,-30907.737948,-30880.52976,-30880.529773,-31166.041372,0.21953,0.21953,0.23224,0.11403,0.23223,0.11402
N0.HOG0034625,-20282.943073,-20282.943074,-20281.440919,-20281.44092,-20362.76612,0.27604,0.27604,0.28113,0.23016,0.28113,0.23016
N0.HOG0034626,-40680.228575,-40680.228575,-40657.690607,-40657.690607,-41094.554789,0.21335,0.21335,0.22467,0.13995,0.22467,0.13995
N0.HOG0034627,-22119.380835,-22119.380876,-22118.257836,-22118.25777,-22305.153269,0.28409,0.28403,0.29139,0.25999,0.2914,0.26
N0.HOG0034628,-27706.924863,-27706.924863,-27691.251939,-27691.251939,-27759.896731,0.49475,0.49475,0.52569,0.28433,0.52569,0.28433
N0.HOG0034629,-16930.203025,-16930.203025,-16930.171613,-16930.171613,-17108.101989,0.17709,0.17709,0.1777,0.17348,0.1777,0.17347
N0.HOG0034630,-13247.960269,-13181.811881,-13178.582865,-13166.11458,-14405.258778,0.18038,0.1633,0.16967,0.06673,0.16712,0.06492
N0.HOG0034635,-6678.191944,-6678.191944,-6673.684709,-6673.684709,-6793.005229,0.21186,0.21186,0.2347,0.15604,0.2347,0.15604
N0.HOG0034637,-27316.642861,-27316.642861,-27312.911378,-27312.911378,-27607.350698,0.18868,0.18868,0.19387,0.15562,0.19387,0.1556
N0.HOG0034639,-26789.961436,-26789.961436,-26777.269923,-26777.269923,-26907.967623,0.39054,0.39054,0.41499,0.2743,0.41499,0.2743
N0.HOG0034640,-22865.576139,-22865.576139,-22859.417983,-22859.417985,-23206.415164,0.14652,0.14653,0.15266,0.11155,0.15266,0.11156
N0.HOG0034642,-16784.522005,-16784.522005,-16784.055042,-16784.055042,-16874.544512,0.36402,0.36402,0.3711,0.3414,0.3711,0.3414
N0.HOG0034643,-15870.114007,-15870.114007,-15861.762426,-15861.762426,-16012.121132,0.18762,0.18762,0.19623,0.11441,0.19623,0.11442
N0.HOG0034644,-22509.872342,-22509.872342,-22508.377583,-22508.377583,-22677.227339,0.40142,0.40142,0.41823,0.37389,0.41823,0.37389
N0.HOG0034646,-33678.415123,-33678.415123,-33674.227394,-33674.227394,-33987.112901,0.23055,0.23055,0.23969,0.19684,0.23968,0.19682
N0.HOG0034647,-22335.284747,-22335.309504,-22279.266939,-22279.264689,-22580.169246,0.22649,0.22725,0.25011,0.07624,0.24711,0.07603
N0.HOG0034648,-21110.07557,-21110.07557,-21110.019881,-21110.019881,-21251.520695,0.32095,0.32095,0.32306,0.31511,0.32306,0.31511
N0.HOG0034649,-42295.499125,-42295.499124,-42265.078705,-42265.078708,-42868.493635,0.15079,0.15078,0.15934,0.08765,0.15934,0.08764
N0.HOG0034650,-22074.68093,-22074.68093,-22068.273759,-22068.273759,-22233.647266,0.31668,0.31668,0.33582,0.252,0.33582,0.252
N0.HOG0034651,-16648.631192,-16648.631191,-16643.826554,-16643.826554,-16738.982333,0.24125,0.24126,0.24961,0.16678,0.2496,0.16677
N0.HOG0034652,-19525.581407,-19525.581407,-19524.862033,-19524.862033,-19568.968621,0.43568,0.43568,0.42471,0.47184,0.42471,0.47185
N0.HOG0034653,-29073.481639,-29073.481639,-29068.032151,-29068.032151,-29176.495908,0.31269,0.31269,0.32035,0.2311,0.32035,0.2311
N0.HOG0034655,-21416.469673,-21416.469673,-21378.994187,-21378.994187,-21630.225064,0.29777,0.29777,0.33063,0.15167,0.33063,0.15168
N0.HOG0034656,-32522.546065,-32522.546066,-32511.601719,-32511.601716,-32694.332028,0.30118,0.30117,0.31215,0.2097,0.31217,0.2097
N0.HOG0034660,-29020.693742,-29020.693742,-29000.610925,-29000.61092,-29565.274108,0.10994,0.10994,0.11694,0.06327,0.11694,0.06327
N0.HOG0034661,-12677.588749,-12677.588749,-12655.238706,-12655.238706,-12876.390186,0.12913,0.12913,0.14022,0.04226,0.14022,0.04226
N0.HOG0034663,-32672.444594,-30212.873857,-32269.5972,-29671.372701,-30495.618832,2.00014,0.5,2.01374,0.14666,0.22231,0.12261
N0.HOG0034664,-16801.051057,-16801.051057,-16795.254311,-16795.254311,-16958.990772,0.22541,0.22541,0.23535,0.16612,0.23535,0.16612
N0.HOG0034665,-42725.973828,-42725.973828,-42681.620261,-42681.620261,-43364.741593,0.17831,0.17831,0.19237,0.10067,0.19237,0.10067
N0.HOG0034666,-14368.648357,-14368.648357,-14363.981643,-14363.981643,-14576.55507,0.17036,0.17037,0.17873,0.12781,0.17874,0.12781
N0.HOG0034667,-31081.02743,-31081.027431,-31069.351618,-31069.351618,-31311.589101,0.25084,0.25083,0.26195,0.17828,0.26195,0.17827
N0.HOG0034677,-28511.401693,-28511.401694,-28510.935648,-28510.935648,-28664.121099,0.34312,0.34312,0.34854,0.32593,0.34854,0.32592
N0.HOG0034678,-38482.545073,-35561.164702,-38294.499924,-34929.849704,-37018.20032,2.05686,0.50001,2.20516,1.24727,0.21731,0.09976
N0.HOG0034680,-35463.453434,-35463.453785,-35428.295147,-35428.295558,-35895.048469,0.3178,0.31787,0.38035,0.23305,0.38005,0.23305
N0.HOG0034684,-21465.858308,-21465.858308,-21436.753693,-21436.753693,-21660.643389,0.22626,0.22626,0.24177,0.09947,0.24177,0.09947
N0.HOG0034685,-31725.563329,-31491.00602,-33081.165535,-31508.427616,-32188.176747,0.14925,0.18815,0.18334,3.71425,0.19959,0.07586
N0.HOG0034686,-18988.838766,-18988.838767,-18960.071913,-18960.071913,-19209.471464,0.20865,0.20864,0.22618,0.09395,0.22618,0.09395
N0.HOG0034688,-30033.826085,-30033.826085,-30022.291119,-30022.291119,-30148.08115,0.28455,0.28455,0.29375,0.17134,0.29375,0.17133
N0.HOG0034689,-43593.960561,-43593.960557,-43567.517461,-43567.517365,-43966.218979,0.32615,0.32613,0.3568,0.2384,0.35672,0.23828
N0.HOG0034691,-31028.097171,-31028.097171,-31027.006568,-31027.006568,-31171.340835,0.37391,0.37391,0.38208,0.34567,0.38208,0.34566
N0.HOG0034694,-34847.652574,-34847.652573,-34832.427782,-34832.427781,-35342.639161,0.19218,0.19218,0.20636,0.14412,0.20636,0.14412
N0.HOG0034695,-13474.3769,-13474.3769,-13474.302265,-13474.302265,-13548.185617,0.39029,0.39028,0.39405,0.38052,0.39405,0.38052
N0.HOG0034696,-27480.148724,-27480.148724,-27460.834278,-27460.834278,-27696.630354,0.33791,0.33791,0.36701,0.23536,0.36701,0.23536
N0.HOG0034697,-47828.565924,-47828.56592,-47797.333401,-47797.333403,-48215.444131,0.28054,0.28059,0.29813,0.18517,0.29813,0.18518
N0.HOG0034717,-19313.471675,-19313.471675,-19299.166259,-19299.166259,-19660.874316,0.21286,0.21285,0.23361,0.15286,0.23361,0.15287
N0.HOG0034718,-32830.218744,-32830.218744,-32820.917835,-32820.917835,-32980.201829,0.33344,0.33344,0.34625,0.24414,0.34625,0.24414
N0.HOG0034728,-25514.499058,-25514.499058,-25504.972789,-25504.972789,-25681.503009,0.28195,0.28195,0.29521,0.20215,0.29521,0.20215
N0.HOG0034729,-18819.518904,-18819.518904,-18782.65926,-18782.65926,-19037.287785,0.20552,0.20552,0.22447,0.0813,0.22448,0.08131
N0.HOG0034737,-23184.42773,-23184.42773,-23170.646309,-23170.646309,-23397.629384,0.16768,0.16768,0.17499,0.09377,0.17499,0.09377
N0.HOG0034738,-50694.262601,-50694.2626,-50693.467732,-50693.467732,-51045.17157,0.29346,0.29346,0.2979,0.279,0.2979,0.279
N0.HOG0034739,-21676.643459,-21676.64346,-21672.251501,-21672.251524,-21781.495816,0.2101,0.2101,0.2155,0.14788,0.21547,0.14783
N0.HOG0034740,-33589.247506,-33589.24749,-33536.39245,-33536.392337,-34007.149194,0.17299,0.173,0.18715,0.0691,0.18715,0.06907
N0.HOG0034743,-34232.123607,-34232.123607,-34230.506904,-34230.506904,-34327.77501,0.36763,0.36763,0.37369,0.32292,0.37369,0.32292
N0.HOG0034744,-29385.459553,-29385.459557,-29385.440207,-29385.440509,-29520.254171,0.22415,0.22413,0.22378,0.22773,0.22369,0.22767
N0.HOG0034745,-71668.447272,-71668.447272,-71668.273985,-71668.273985,-72003.386417,0.33901,0.33901,0.34102,0.33205,0.34103,0.33205
N0.HOG0034746,-26929.073243,-26929.073243,-26917.654076,-26917.654076,-27203.250302,0.2016,0.2016,0.21141,0.14134,0.21141,0.14134
N0.HOG0034752,-12315.470298,-12315.470298,-12315.422425,-12315.422425,-12468.440257,0.29064,0.29064,0.29353,0.2859,0.29353,0.2859
N0.HOG0034753,-12967.534792,-12967.534792,-12963.657289,-12963.657289,-13064.348247,0.23776,0.23776,0.24719,0.17221,0.24719,0.17221
N0.HOG0034754,-35335.700319,-35335.700319,-35334.373715,-35334.373715,-35478.062013,0.33738,0.33738,0.34263,0.30501,0.34264,0.30501
N0.HOG0034755,-34267.032837,-34267.032837,-34256.6449,-34256.6449,-34523.173068,0.21984,0.21984,0.22771,0.15512,0.22771,0.15512
N0.HOG0034756,-63393.544271,-63393.544271,-63393.06207,-63393.06207,-63489.579098,0.24954,0.24954,0.25029,0.22601,0.25029,0.22601
N0.HOG0034757,-18167.999993,-18167.999993,-18161.468444,-18161.468444,-18333.899681,0.20219,0.20219,0.21206,0.14633,0.21206,0.14633
N0.HOG0034758,-30636.572273,-30636.572273,-30634.724305,-30634.724305,-30749.16233,0.32107,0.32107,0.32734,0.27647,0.32734,0.27647
N0.HOG0034759,-34354.888339,-34354.888339,-34347.498157,-34347.498157,-34668.132086,0.31678,0.31678,0.33738,0.27028,0.33738,0.27027
N0.HOG0034760,-13240.020139,-13240.020139,-13239.213162,-13239.213162,-13297.599339,0.32113,0.32113,0.31141,0.35499,0.31141,0.35499
N0.HOG0034762,-27710.396905,-27710.396904,-27701.894688,-27701.894687,-27915.632523,0.22412,0.22412,0.23166,0.15736,0.23167,0.15736
N0.HOG0034763,-38408.3456,-38408.3456,-38393.648678,-38393.648678,-38548.567917,0.37422,0.37422,0.39235,0.25621,0.39235,0.25621
N0.HOG0034764,-20112.85972,-20112.859721,-20105.450126,-20105.450126,-20509.44213,0.16056,0.16056,0.17177,0.12507,0.17177,0.12507
N0.HOG0034765,-13375.212851,-13375.212851,-13359.857837,-13359.857839,-13645.570534,0.2301,0.23009,0.26662,0.16218,0.2666,0.16216
N0.HOG0034766,-31426.160129,-31404.776172,-32297.48063,-31426.557012,-31787.179997,0.15439,0.14461,0.21575,0.13749,0.19677,0.11629
N0.HOG0034767,-26705.64574,-26705.64574,-26687.46275,-26687.46275,-26943.684041,0.24135,0.24135,0.2558,0.15169,0.2558,0.15169
N0.HOG0034768,-26102.51619,-26102.51619,-26101.007209,-26101.007209,-26419.887198,0.22285,0.22285,0.22891,0.20307,0.22891,0.20307
N0.HOG0034769,-47825.983076,-47825.983076,-47823.695085,-47823.695085,-48118.880796,0.31957,0.31957,0.33017,0.29336,0.33017,0.29336
N0.HOG0034770,-29707.353767,-29707.353766,-29664.076265,-29664.076269,-30042.335383,0.29711,0.29711,0.33699,0.17515,0.337,0.17517
N0.HOG0034771,-28075.710742,-28075.710742,-28066.784369,-28066.784369,-28238.092734,0.29879,0.29879,0.31525,0.22233,0.31525,0.22233
N0.HOG0034773,-18120.128732,-18120.12868,-18114.072807,-18114.072796,-18320.888676,0.21982,0.21977,0.23031,0.16484,0.23022,0.16494
N0.HOG0034775,-85723.509,-85723.509,-85648.092374,-85648.092374,-85904.926814,0.34624,0.34624,0.35852,0.09945,0.35852,0.09945
N0.HOG0034777,-33653.801302,-33653.801302,-33612.469224,-33612.469224,-34106.092358,0.2437,0.2437,0.27021,0.14823,0.27021,0.14823
N0.HOG0034779,-36611.46706,-36611.46706,-36596.378361,-36596.378361,-36745.098011,0.33404,0.33404,0.34876,0.20914,0.34876,0.20914
N0.HOG0034786,-14023.867005,-14023.867004,-14022.291477,-14022.291462,-14164.804331,0.17823,0.17822,0.18247,0.14699,0.18249,0.14701
N0.HOG0034787,-40415.46537,-40415.465369,-40386.548348,-40386.548338,-40758.943351,0.14888,0.14888,0.15543,0.06841,0.15542,0.06839
N0.HOG0034788,-11650.437636,-11677.613593,-13508.369865,-12365.119941,-11839.011225,0.13578,0.14535,2.17801,2.2293,0.55897,0.45024
N0.HOG0034789,-13120.85386,-13120.853871,-13110.813193,-13110.813196,-13201.003079,0.27066,0.27071,0.28659,0.15097,0.28658,0.15098
N0.HOG0034790,-41146.441051,-41146.441051,-41111.676864,-41111.676871,-41922.009499,0.11974,0.11975,0.12842,0.06741,0.12842,0.06742
N0.HOG0034794,-18114.138855,-18114.138855,-18105.999692,-18105.999692,-18243.879671,0.18744,0.18745,0.19415,0.11036,0.19415,0.11036
N0.HOG0034795,-27449.509091,-27449.658067,-28097.86404,-27433.439962,-31291.740349,0.113,0.11249,0.1249,1.96477,0.11972,0.06341
N0.HOG0034796,-15869.149133,-15869.149133,-15865.491612,-15865.491612,-15961.339157,0.32927,0.32927,0.34304,0.26178,0.34304,0.26178
N0.HOG0034797,-20684.126643,-20933.369444,-21738.081008,-21941.403309,-21011.705812,0.10993,0.12655,0.19131,0.18075,0.18239,0.49282
N0.HOG0034799,-20405.221635,-20405.221635,-20371.867503,-20371.867503,-20732.330987,0.29603,0.29603,0.35166,0.19795,0.35166,0.19795
N0.HOG0034802,-21301.791251,-21301.581975,-21243.466569,-21244.01012,-21550.642099,0.12286,0.12106,0.13314,0.00943,0.12984,0.0097
N0.HOG0034804,-16031.289503,-16031.289503,-16025.412329,-16025.412329,-16112.552817,0.40849,0.40849,0.43583,0.31413,0.43583,0.31413
N0.HOG0034805,-26860.920003,-26860.920003,-26860.679899,-26860.679899,-26917.988373,0.43438,0.43438,0.43839,0.41314,0.43839,0.41313
N0.HOG0034810,-39806.296374,-39806.296374,-39803.135527,-39803.135527,-40089.817812,0.26029,0.26029,0.26652,0.22661,0.26652,0.22661
N0.HOG0034811,-12235.3151,-12235.3151,-12232.980434,-12232.980434,-12374.456279,0.14379,0.14379,0.1479,0.10896,0.14791,0.10895
N0.HOG0034812,-35186.633841,-35186.633841,-35166.784329,-35166.784329,-35359.439835,0.24828,0.24828,0.25844,0.13435,0.25844,0.13436
N0.HOG0034813,-11685.809983,-11685.809981,-11682.773585,-11682.773513,-11819.957648,0.17728,0.17729,0.18385,0.13382,0.18386,0.13388
N0.HOG0034814,-46844.126098,-46844.126482,-46828.046319,-46828.046424,-47146.564473,0.26667,0.26671,0.27898,0.19283,0.27899,0.19282
N0.HOG0034816,-20217.182995,-20217.182995,-20204.193461,-20204.193461,-20329.856776,0.25618,0.25619,0.26724,0.1388,0.26724,0.1388
N0.HOG0034817,-18264.560982,-17309.846846,-17191.981228,-17722.960554,-17485.141105,0.38074,0.15995,0.19353,0.11164,0.14617,0.10083
N0.HOG0034819,-14229.443732,-11685.260242,-11630.423278,-12047.825651,-11900.321415,2.00011,0.07925,0.0698,0.01736,0.07326,3.63021
N0.HOG0034823,-53717.34889,-53717.341521,-53683.109542,-53683.071118,-54717.590855,0.11555,0.11535,0.12266,0.07,0.12276,0.07008
N0.HOG0034824,-16664.246095,-16664.246095,-16655.442939,-16655.442939,-16782.353718,0.23994,0.23994,0.25073,0.14915,0.25073,0.14914
N0.HOG0034826,-35790.446317,-35790.446317,-35658.021195,-35658.021196,-36442.865512,0.21383,0.21383,0.2531,0.07907,0.2531,0.07907
N0.HOG0034827,-52411.25554,-52411.25554,-52380.83035,-52380.83035,-52511.76411,0.43351,0.43351,0.44873,0.20743,0.44873,0.20743
N0.HOG0034828,-17343.169024,-17343.169024,-17318.280117,-17318.280117,-17446.131693,0.26941,0.26941,0.28724,0.09986,0.28725,0.09986
N0.HOG0034830,-36843.827687,-36843.827626,-36781.646628,-36781.646633,-37195.174021,0.22693,0.22692,0.24507,0.09006,0.24507,0.09005
N0.HOG0034831,-20119.909983,-20119.909983,-20097.679613,-20097.679613,-20328.645119,0.14938,0.14938,0.15776,0.06073,0.15776,0.06073
N0.HOG0034832,-33970.215558,-33970.215558,-33953.820407,-33953.820407,-34223.612026,0.25963,0.25963,0.27193,0.1737,0.27193,0.1737
N0.HOG0034833,-51309.114203,-51309.114191,-51295.51551,-51295.515518,-51475.023056,0.35792,0.35786,0.3717,0.25426,0.37169,0.25425
N0.HOG0034834,-40072.900246,-40072.900247,-40049.62537,-40049.62537,-40371.789553,0.26067,0.26068,0.27424,0.16687,0.27425,0.16686
N0.HOG0034836,-31267.767465,-31267.767465,-31235.859292,-31235.859292,-31496.080624,0.27914,0.27914,0.30528,0.15874,0.30528,0.15874
N0.HOG0034838,-11205.527412,-11205.527413,-11190.804039,-11190.804039,-11397.949757,0.12451,0.12451,0.13436,0.05855,0.13436,0.05855
N0.HOG0034840,-32764.572463,-32764.572463,-32718.391615,-32718.391615,-33188.031357,0.1505,0.1505,0.16139,0.06233,0.16139,0.06233
N0.HOG0034842,-29741.672685,-29741.672685,-29741.65687,-29741.65687,-30049.216613,0.31862,0.31862,0.31744,0.3206,0.31744,0.3206
N0.HOG0034843,-33419.025475,-33480.073509,-34348.667416,-35336.006047,-33940.873898,0.11193,0.09296,0.11475,5.01266,0.08072,0.68827
N0.HOG0034844,-24219.453984,-24219.453984,-24204.930168,-24204.930168,-24503.975593,0.20888,0.20888,0.22235,0.13831,0.22236,0.13831
N0.HOG0034845,-42276.676782,-42276.676782,-42245.321178,-42245.321178,-42608.832452,0.31111,0.31111,0.33375,0.2046,0.33375,0.2046
N0.HOG0034846,-24400.183728,-24400.183728,-24373.128558,-24373.128558,-24605.623438,0.31121,0.31121,0.33974,0.18047,0.33975,0.18047
N0.HOG0034854,-19654.144284,-19654.144283,-19646.857994,-19646.857994,-19791.0806,0.23049,0.23049,0.2389,0.15479,0.2389,0.15479
N0.HOG0034855,-23469.269547,-23469.269547,-23465.239257,-23465.239257,-23605.37631,0.25716,0.25716,0.26369,0.19792,0.2637,0.19793
N0.HOG0034856,-20158.218422,-20158.218422,-20155.050903,-20155.050903,-20295.107266,0.27597,0.27597,0.28464,0.22606,0.28464,0.22606
N0.HOG0034857,-45917.040423,-45965.660246,-46711.27385,-45880.432716,-46517.309286,0.20636,0.2293,0.20949,0.10798,0.21534,0.09068
N0.HOG0034858,-13354.360134,-13354.360134,-13350.766607,-13350.766607,-13463.392404,0.29964,0.29964,0.31591,0.24205,0.31591,0.24204
N0.HOG0034859,-40512.343649,-40512.343649,-40428.048571,-40428.048571,-41227.154261,0.11704,0.11704,0.12865,0.03435,0.12865,0.03435
N0.HOG0034861,-9618.970628,-9618.970628,-9615.717485,-9615.717485,-9718.081109,0.16424,0.16424,0.15455,0.20948,0.15455,0.20948
N0.HOG0034863,-33919.483168,-33919.483168,-33914.446836,-33914.446836,-34066.264602,0.29086,0.29086,0.29809,0.22686,0.29809,0.22686
N0.HOG0034864,-10645.729444,-10645.729444,-10638.255521,-10638.255521,-10730.503644,0.21734,0.21734,0.22957,0.12253,0.22957,0.12253
N0.HOG0034865,-40250.699402,-40250.699405,-40148.284251,-40148.284363,-40923.204651,0.22325,0.22323,0.25863,0.1075,0.25861,0.10746
N0.HOG0034866,-12876.486264,-12876.486264,-12874.594461,-12874.594608,-12928.077406,0.21351,0.21351,0.20752,0.26395,0.20745,0.26397
N0.HOG0034867,-14654.960747,-14654.960747,-14654.960704,-14654.960704,-14774.590334,0.34383,0.34383,0.34374,0.344,0.34374,0.344
N0.HOG0034868,-14024.832221,-14024.832221,-14023.210484,-14023.210484,-14162.561288,0.21435,0.21435,0.22042,0.18187,0.22042,0.18187
N0.HOG0034869,-21304.84459,-21304.84459,-21276.822753,-21276.822753,-21432.056453,0.30518,0.30518,0.32709,0.1351,0.32709,0.1351
N0.HOG0034870,-39772.353713,-39772.353713,-39762.261974,-39762.261974,-39906.887046,0.41319,0.41319,0.4337,0.31531,0.4337,0.31531
N0.HOG0034871,-13203.861691,-13203.861691,-13195.281921,-13195.281925,-13306.89312,0.28049,0.28048,0.29666,0.18242,0.29667,0.18246
N0.HOG0034872,-22290.831144,-22290.831144,-22284.72778,-22284.72778,-22433.150485,0.24453,0.24453,0.2523,0.17441,0.2523,0.17439
N0.HOG0034873,-18524.312417,-18524.312417,-18516.267845,-18516.267845,-18739.920879,0.1955,0.1955,0.20495,0.1368,0.20495,0.1368
N0.HOG0034875,-10889.153761,-10889.153761,-10874.926355,-10874.926354,-11059.337093,0.25342,0.25342,0.28623,0.16247,0.28622,0.16246
N0.HOG0034877,-17271.844855,-17271.844855,-17254.867289,-17254.867289,-17430.470478,0.1883,0.1883,0.19869,0.0917,0.19869,0.0917
N0.HOG0034878,-30940.078379,-30940.078379,-30912.280975,-30912.280975,-31173.071988,0.2828,0.2828,0.3026,0.16375,0.3026,0.16375
N0.HOG0034879,-55501.295284,-55501.295284,-55468.048841,-55468.048841,-55920.275332,0.25196,0.25196,0.26534,0.1586,0.26534,0.1586
N0.HOG0034880,-31579.906191,-31579.906191,-31576.028494,-31576.028492,-31817.2631,0.23766,0.23765,0.24361,0.19718,0.24362,0.19719
N0.HOG0034881,-15894.148184,-15894.148184,-15873.804829,-15873.804856,-16049.982603,0.26538,0.26537,0.28754,0.13964,0.28755,0.13971
N0.HOG0034885,-36218.520755,-36218.520756,-36109.710732,-36109.710771,-36501.397666,0.18626,0.18625,0.19924,0.01644,0.19926,0.01644
N0.HOG0034886,-38267.792221,-38267.792221,-38263.168722,-38263.168722,-38335.353872,0.45394,0.45393,0.46506,0.35766,0.46506,0.35766
N0.HOG0034887,-31183.745716,-31183.745716,-31175.532793,-31175.532793,-31660.691828,0.17585,0.17585,0.18437,0.1391,0.18437,0.1391
N0.HOG0034888,-32031.332803,-32031.332803,-32025.219993,-32025.219993,-32260.309445,0.27383,0.27383,0.2857,0.22214,0.2857,0.22214
N0.HOG0034893,-15708.647607,-15708.647602,-15682.269567,-15682.269567,-16066.890674,0.09512,0.09512,0.10513,0.03527,0.10513,0.03527
N0.HOG0034894,-29250.536578,-29250.536578,-29231.889829,-29231.889829,-29725.376122,0.22882,0.22882,0.25338,0.1704,0.25338,0.17041
N0.HOG0034895,-33460.560026,-33460.560026,-33452.624762,-33452.624762,-33615.766867,0.3223,0.3223,0.33408,0.24384,0.33408,0.24384
N0.HOG0034897,-33378.347213,-33378.347213,-33378.231615,-33378.231615,-33496.531456,0.27535,0.27535,0.27639,0.26548,0.27639,0.26548
N0.HOG0034898,-23242.262367,-23242.262367,-23242.092842,-23242.092842,-23530.767899,0.22747,0.22747,0.23011,0.2212,0.23011,0.2212
